Country,Resource,Stocks and flows,CLASSE,PowerCode,Unit,Year,Value
1.0,1.0,4.0,1.0,1.0,1.0,2012.0,0.902
1.0,1.0,4.0,1.0,1.0,1.0,2000.0,1.356
1.0,1.0,4.0,1.0,1.0,1.0,2013.0,0.894
1.0,1.0,4.0,1.0,1.0,1.0,2015.0,0.836
1.0,1.0,4.0,1.0,1.0,1.0,2016.0,0.816
1.0,1.0,4.0,1.0,1.0,1.0,2008.0,1.111
1.0,1.0,4.0,1.0,1.0,1.0,2017.0,0.8
1.0,1.0,3.0,1.0,1.0,1.0,2017.0,0.054
1.0,1.0,2.0,1.0,1.0,1.0,2017.0,0.054
1.0,1.0,2.0,1.0,1.0,1.0,2018.0,0.054
1.0,1.0,2.0,1.0,1.0,1.0,2019.0,0.057
1.0,1.0,3.0,1.0,1.0,1.0,2000.0,0.207
1.0,1.0,3.0,1.0,1.0,1.0,2001.0,0.187
1.0,1.0,3.0,1.0,1.0,1.0,2002.0,0.17
1.0,1.0,3.0,1.0,1.0,1.0,2003.0,0.154
1.0,1.0,4.0,1.0,1.0,1.0,2014.0,0.863
1.0,1.0,3.0,1.0,1.0,1.0,2004.0,0.134
1.0,1.0,3.0,1.0,1.0,1.0,2019.0,0.057
2.0,1.0,4.0,0.0,1.0,1.0,2015.0,32.318
5.0,1.0,1.0,2.0,1.0,1.0,2011.0,0.029
2.0,1.0,6.0,0.0,1.0,1.0,2006.0,3.343
2.0,1.0,6.0,0.0,1.0,1.0,2014.0,12.523
2.0,1.0,4.0,0.0,1.0,1.0,2013.0,33.371
2.0,1.0,2.0,0.0,1.0,1.0,2006.0,1.856
2.0,1.0,2.0,0.0,1.0,1.0,2008.0,1.83
2.0,1.0,7.0,0.0,1.0,1.0,2007.0,1.889
2.0,1.0,7.0,0.0,1.0,1.0,2006.0,2.57
2.0,1.0,7.0,0.0,1.0,1.0,2005.0,1.798
2.0,1.0,7.0,0.0,1.0,1.0,2004.0,2.456
2.0,1.0,7.0,0.0,1.0,1.0,2003.0,2.499
2.0,1.0,7.0,0.0,1.0,1.0,2002.0,2.009
2.0,1.0,4.0,0.0,1.0,1.0,2016.0,32.773
2.0,1.0,7.0,0.0,1.0,1.0,2001.0,2.288
2.0,1.0,2.0,0.0,1.0,1.0,2007.0,1.852
2.0,1.0,2.0,0.0,1.0,1.0,2018.0,4.012
2.0,1.0,2.0,0.0,1.0,1.0,2016.0,3.232
2.0,1.0,2.0,0.0,1.0,1.0,2015.0,3.442
2.0,1.0,2.0,0.0,1.0,1.0,2014.0,3.197
2.0,1.0,2.0,0.0,1.0,1.0,2013.0,2.725
2.0,1.0,2.0,0.0,1.0,1.0,2012.0,2.38
2.0,1.0,2.0,0.0,1.0,1.0,2011.0,2.064
2.0,1.0,2.0,0.0,1.0,1.0,2010.0,1.999
2.0,1.0,2.0,0.0,1.0,1.0,2009.0,1.952
2.0,1.0,2.0,0.0,1.0,1.0,2017.0,3.413
2.0,1.0,4.0,0.0,1.0,1.0,2014.0,36.385
2.0,1.0,7.0,0.0,1.0,1.0,2000.0,6.411
1.0,1.0,3.0,1.0,1.0,1.0,2016.0,0.065
1.0,1.0,3.0,1.0,1.0,1.0,2005.0,0.12
1.0,1.0,3.0,1.0,1.0,1.0,2007.0,0.12
2.0,1.0,1.0,0.0,1.0,1.0,2017.0,6.183
1.0,1.0,1.0,1.0,1.0,1.0,2019.0,0.047
1.0,1.0,1.0,1.0,1.0,1.0,2001.0,0.098
1.0,1.0,1.0,1.0,1.0,1.0,2002.0,0.128
1.0,1.0,1.0,1.0,1.0,1.0,2003.0,0.095
1.0,1.0,1.0,1.0,1.0,1.0,2004.0,0.099
1.0,1.0,1.0,1.0,1.0,1.0,2005.0,0.077
1.0,1.0,1.0,1.0,1.0,1.0,2006.0,0.065
1.0,1.0,1.0,1.0,1.0,1.0,2007.0,0.144
1.0,1.0,1.0,1.0,1.0,1.0,2008.0,0.162
2.0,1.0,1.0,0.0,1.0,1.0,2018.0,7.434
1.0,1.0,1.0,1.0,1.0,1.0,2009.0,0.064
1.0,1.0,4.0,1.0,1.0,1.0,2019.0,0.771
1.0,1.0,1.0,1.0,1.0,1.0,2011.0,0.027
1.0,1.0,1.0,1.0,1.0,1.0,2013.0,0.05
1.0,1.0,1.0,1.0,1.0,1.0,2014.0,0.036
1.0,1.0,1.0,1.0,1.0,1.0,2015.0,0.048
1.0,1.0,1.0,1.0,1.0,1.0,2016.0,0.045
1.0,1.0,1.0,1.0,1.0,1.0,2017.0,0.037
1.0,1.0,1.0,1.0,1.0,1.0,2018.0,0.036
1.0,1.0,1.0,1.0,1.0,1.0,2010.0,0.001
3.0,1.0,0.0,0.0,1.0,1.0,2013.0,0.15
6.0,1.0,4.0,0.0,1.0,1.0,2003.0,7.766
5.0,1.0,1.0,2.0,1.0,1.0,2013.0,-0.095
3.0,1.0,2.0,1.0,1.0,1.0,2003.0,0.017
3.0,1.0,2.0,1.0,1.0,1.0,2002.0,0.017
1.0,1.0,1.0,1.0,1.0,1.0,2012.0,0.067
2.0,1.0,1.0,0.0,1.0,1.0,2006.0,0.298
2.0,1.0,4.0,0.0,1.0,1.0,2017.0,39.16
2.0,1.0,4.0,0.0,1.0,1.0,2018.0,43.824
1.0,1.0,3.0,1.0,1.0,1.0,2008.0,0.106
1.0,1.0,3.0,1.0,1.0,1.0,2009.0,0.104
1.0,1.0,3.0,1.0,1.0,1.0,2010.0,0.103
1.0,1.0,3.0,1.0,1.0,1.0,2011.0,0.088
1.0,1.0,3.0,1.0,1.0,1.0,2012.0,0.073
1.0,1.0,3.0,1.0,1.0,1.0,2013.0,0.058
1.0,1.0,3.0,1.0,1.0,1.0,2014.0,0.067
1.0,1.0,3.0,1.0,1.0,1.0,2006.0,0.122
2.0,1.0,6.0,0.0,1.0,1.0,2004.0,3.681
1.0,1.0,4.0,1.0,1.0,1.0,2018.0,0.781
1.0,1.0,1.0,1.0,1.0,1.0,2000.0,0.053
2.0,1.0,1.0,0.0,1.0,1.0,2015.0,1.493
2.0,1.0,1.0,0.0,1.0,1.0,2014.0,0.839
2.0,1.0,1.0,0.0,1.0,1.0,2013.0,-0.313
2.0,1.0,1.0,0.0,1.0,1.0,2012.0,0.377
2.0,1.0,1.0,0.0,1.0,1.0,2011.0,0.429
2.0,1.0,1.0,0.0,1.0,1.0,2010.0,0.376
2.0,1.0,1.0,0.0,1.0,1.0,2009.0,0.197
2.0,1.0,1.0,0.0,1.0,1.0,2008.0,0.436
2.0,1.0,1.0,0.0,1.0,1.0,2016.0,3.335
2.0,1.0,1.0,0.0,1.0,1.0,2007.0,0.226
2.0,1.0,1.0,0.0,1.0,1.0,2005.0,0.38
2.0,1.0,1.0,0.0,1.0,1.0,2004.0,0.246
2.0,1.0,1.0,0.0,1.0,1.0,2003.0,0.348
2.0,1.0,1.0,0.0,1.0,1.0,2002.0,0.638
3.0,1.0,0.0,0.0,1.0,1.0,2014.0,0.145
2.0,1.0,1.0,0.0,1.0,1.0,2000.0,0.394
3.0,1.0,2.0,1.0,1.0,1.0,2000.0,0.011
5.0,1.0,1.0,2.0,1.0,1.0,2010.0,0.308
0.0,1.0,2.0,0.0,1.0,1.0,2011.0,0.46
5.0,1.0,1.0,2.0,1.0,1.0,2008.0,-0.051
0.0,1.0,0.0,0.0,1.0,1.0,2003.0,3.869
0.0,1.0,0.0,0.0,1.0,1.0,2002.0,4.12
0.0,1.0,0.0,0.0,1.0,1.0,2001.0,4.271
4.0,1.0,0.0,0.0,1.0,1.0,2016.0,16.369
0.0,1.0,0.0,0.0,1.0,1.0,2013.0,3.793
4.0,1.0,4.0,0.0,1.0,1.0,2007.0,31.212
0.0,1.0,2.0,0.0,1.0,1.0,2012.0,0.479
0.0,1.0,2.0,0.0,1.0,1.0,2014.0,0.511
0.0,1.0,4.0,0.0,1.0,1.0,2006.0,4.512
0.0,1.0,4.0,0.0,1.0,1.0,2005.0,4.768
0.0,1.0,4.0,0.0,1.0,1.0,2004.0,3.841
0.0,1.0,4.0,0.0,1.0,1.0,2003.0,3.76
0.0,1.0,0.0,0.0,1.0,1.0,2004.0,3.76
0.0,1.0,4.0,0.0,1.0,1.0,2002.0,3.869
0.0,1.0,4.0,0.0,1.0,1.0,2000.0,4.271
0.0,1.0,3.0,0.0,1.0,1.0,2017.0,0.443
0.0,1.0,3.0,0.0,1.0,1.0,2016.0,0.434
0.0,1.0,3.0,0.0,1.0,1.0,2015.0,0.462
0.0,1.0,3.0,0.0,1.0,1.0,2014.0,0.511
0.0,1.0,3.0,0.0,1.0,1.0,2013.0,0.504
0.0,1.0,3.0,0.0,1.0,1.0,2012.0,0.479
0.0,1.0,2.0,0.0,1.0,1.0,2013.0,0.504
0.0,1.0,3.0,0.0,1.0,1.0,2011.0,0.46
0.0,1.0,3.0,0.0,1.0,1.0,2009.0,0.438
0.0,1.0,3.0,0.0,1.0,1.0,2008.0,0.496
0.0,1.0,3.0,0.0,1.0,1.0,2007.0,0.511
0.0,1.0,4.0,0.0,1.0,1.0,2001.0,4.12
0.0,1.0,3.0,0.0,1.0,1.0,2006.0,0.494
0.0,1.0,0.0,0.0,1.0,1.0,2005.0,3.841
0.0,1.0,0.0,0.0,1.0,1.0,2007.0,4.512
4.0,1.0,4.0,0.0,1.0,1.0,2015.0,16.369
4.0,1.0,4.0,0.0,1.0,1.0,2016.0,16.882
0.0,1.0,1.0,0.0,1.0,1.0,2002.0,0.283
0.0,1.0,4.0,0.0,1.0,1.0,2009.0,3.99
0.0,1.0,4.0,0.0,1.0,1.0,2008.0,4.401
0.0,1.0,4.0,0.0,1.0,1.0,2007.0,4.563
0.0,1.0,2.0,0.0,1.0,1.0,2010.0,0.447
0.0,1.0,2.0,0.0,1.0,1.0,2009.0,0.438
0.0,1.0,2.0,0.0,1.0,1.0,2008.0,0.496
0.0,1.0,2.0,0.0,1.0,1.0,2007.0,0.511
0.0,1.0,2.0,0.0,1.0,1.0,2006.0,0.494
0.0,1.0,2.0,0.0,1.0,1.0,2005.0,0.498
0.0,1.0,0.0,0.0,1.0,1.0,2006.0,4.768
0.0,1.0,2.0,0.0,1.0,1.0,2004.0,0.516
0.0,1.0,2.0,0.0,1.0,1.0,2002.0,0.535
0.0,1.0,2.0,0.0,1.0,1.0,2001.0,0.506
0.0,1.0,2.0,0.0,1.0,1.0,2000.0,0.499
0.0,1.0,0.0,0.0,1.0,1.0,2016.0,4.015
0.0,1.0,0.0,0.0,1.0,1.0,2015.0,3.771
2.0,1.0,6.0,0.0,1.0,1.0,2007.0,3.86
0.0,1.0,0.0,0.0,1.0,1.0,2014.0,3.942
0.0,1.0,0.0,0.0,1.0,1.0,2012.0,3.746
0.0,1.0,0.0,0.0,1.0,1.0,2011.0,3.777
0.0,1.0,0.0,0.0,1.0,1.0,2010.0,3.99
0.0,1.0,0.0,0.0,1.0,1.0,2009.0,4.401
0.0,1.0,0.0,0.0,1.0,1.0,2008.0,4.563
0.0,1.0,2.0,0.0,1.0,1.0,2003.0,0.533
0.0,1.0,3.0,0.0,1.0,1.0,2005.0,0.498
0.0,1.0,3.0,0.0,1.0,1.0,2004.0,0.516
0.0,1.0,3.0,0.0,1.0,1.0,2003.0,0.533
4.0,1.0,4.0,0.0,1.0,1.0,2001.0,38.286
4.0,1.0,4.0,0.0,1.0,1.0,2000.0,39.918
4.0,1.0,3.0,0.0,1.0,1.0,2019.0,0.612
4.0,1.0,3.0,0.0,1.0,1.0,2018.0,0.615
4.0,1.0,3.0,0.0,1.0,1.0,2017.0,0.711
4.0,1.0,2.0,0.0,1.0,1.0,2007.0,1.123
4.0,1.0,3.0,0.0,1.0,1.0,2016.0,0.788
4.0,1.0,3.0,0.0,1.0,1.0,2014.0,0.887
4.0,1.0,3.0,0.0,1.0,1.0,2013.0,0.921
4.0,1.0,3.0,0.0,1.0,1.0,2012.0,0.933
4.0,1.0,3.0,0.0,1.0,1.0,2011.0,0.932
4.0,1.0,3.0,0.0,1.0,1.0,2010.0,0.941
4.0,1.0,4.0,0.0,1.0,1.0,2002.0,36.266
4.0,1.0,3.0,0.0,1.0,1.0,2009.0,0.95
4.0,1.0,3.0,0.0,1.0,1.0,2015.0,0.827
4.0,1.0,4.0,0.0,1.0,1.0,2004.0,33.312
4.0,1.0,2.0,0.0,1.0,1.0,2006.0,1.188
4.0,1.0,2.0,0.0,1.0,1.0,2004.0,1.238
4.0,1.0,0.0,0.0,1.0,1.0,2018.0,15.738
4.0,1.0,2.0,0.0,1.0,1.0,2005.0,1.217
4.0,1.0,0.0,0.0,1.0,1.0,2019.0,15.292
4.0,1.0,4.0,0.0,1.0,1.0,2005.0,33.093
4.0,1.0,2.0,0.0,1.0,1.0,2001.0,1.141
4.0,1.0,2.0,0.0,1.0,1.0,2002.0,1.16
4.0,1.0,2.0,0.0,1.0,1.0,2003.0,1.23
4.0,1.0,2.0,0.0,1.0,1.0,2000.0,1.102
4.0,1.0,3.0,0.0,1.0,1.0,2008.0,1.022
4.0,1.0,4.0,0.0,1.0,1.0,2003.0,34.389
4.0,1.0,3.0,0.0,1.0,1.0,2007.0,1.123
4.0,1.0,3.0,0.0,1.0,1.0,2006.0,1.188
0.0,1.0,3.0,0.0,1.0,1.0,2002.0,0.535
0.0,1.0,3.0,0.0,1.0,1.0,2001.0,0.506
0.0,1.0,3.0,0.0,1.0,1.0,2000.0,0.499
0.0,1.0,2.0,0.0,1.0,1.0,2017.0,0.443
0.0,1.0,2.0,0.0,1.0,1.0,2016.0,0.434
0.0,1.0,2.0,0.0,1.0,1.0,2015.0,0.462
0.0,1.0,3.0,0.0,1.0,1.0,2010.0,0.447
4.0,1.0,4.0,0.0,1.0,1.0,2006.0,31.909
0.0,1.0,1.0,0.0,1.0,1.0,2016.0,0.449
4.0,1.0,3.0,0.0,1.0,1.0,2003.0,1.23
4.0,1.0,3.0,0.0,1.0,1.0,2002.0,1.16
4.0,1.0,3.0,0.0,1.0,1.0,2001.0,1.141
4.0,1.0,3.0,0.0,1.0,1.0,2000.0,1.102
4.0,1.0,2.0,0.0,1.0,1.0,2019.0,0.612
4.0,1.0,2.0,0.0,1.0,1.0,2018.0,0.615
4.0,1.0,2.0,0.0,1.0,1.0,2017.0,0.711
4.0,1.0,2.0,0.0,1.0,1.0,2016.0,0.788
4.0,1.0,2.0,0.0,1.0,1.0,2015.0,0.827
4.0,1.0,2.0,0.0,1.0,1.0,2014.0,0.887
4.0,1.0,2.0,0.0,1.0,1.0,2013.0,0.921
4.0,1.0,2.0,0.0,1.0,1.0,2012.0,0.933
4.0,1.0,2.0,0.0,1.0,1.0,2011.0,0.932
4.0,1.0,2.0,0.0,1.0,1.0,2010.0,0.941
4.0,1.0,2.0,0.0,1.0,1.0,2009.0,0.95
4.0,1.0,2.0,0.0,1.0,1.0,2008.0,1.022
4.0,1.0,3.0,0.0,1.0,1.0,2004.0,1.238
4.0,1.0,3.0,0.0,1.0,1.0,2005.0,1.217
4.0,1.0,4.0,0.0,1.0,1.0,2014.0,25.825
5.0,1.0,1.0,2.0,1.0,1.0,2009.0,0.352
4.0,1.0,4.0,0.0,1.0,1.0,2013.0,29.328
4.0,1.0,4.0,0.0,1.0,1.0,2011.0,30.613
3.0,1.0,3.0,1.0,1.0,1.0,2010.0,0.027
3.0,1.0,3.0,1.0,1.0,1.0,2009.0,0.01
3.0,1.0,3.0,1.0,1.0,1.0,2008.0,0.014
3.0,1.0,3.0,1.0,1.0,1.0,2007.0,0.016
3.0,1.0,3.0,1.0,1.0,1.0,2006.0,0.01
3.0,1.0,3.0,1.0,1.0,1.0,2005.0,0.045
3.0,1.0,3.0,1.0,1.0,1.0,2014.0,0.078
3.0,1.0,1.0,1.0,1.0,1.0,2013.0,0.0
3.0,1.0,4.0,1.0,1.0,1.0,2007.0,0.23
3.0,1.0,4.0,1.0,1.0,1.0,2009.0,0.314
3.0,1.0,1.0,1.0,1.0,1.0,2011.0,0.0
3.0,1.0,1.0,1.0,1.0,1.0,2010.0,0.0
3.0,1.0,3.0,1.0,1.0,1.0,2011.0,0.033
3.0,1.0,1.0,1.0,1.0,1.0,2009.0,0.0
3.0,1.0,1.0,1.0,1.0,1.0,2007.0,0.0
3.0,1.0,1.0,1.0,1.0,1.0,2005.0,0.057
3.0,1.0,1.0,1.0,1.0,1.0,2004.0,0.001
3.0,1.0,1.0,1.0,1.0,1.0,2003.0,-0.031
3.0,1.0,1.0,1.0,1.0,1.0,2002.0,0.004
3.0,1.0,4.0,1.0,1.0,1.0,2008.0,0.216
3.0,1.0,1.0,1.0,1.0,1.0,2001.0,-0.002
3.0,1.0,4.0,1.0,1.0,1.0,2018.0,0.18
3.0,1.0,4.0,1.0,1.0,1.0,2017.0,0.18
3.0,1.0,4.0,1.0,1.0,1.0,2016.0,0.197
3.0,1.0,4.0,1.0,1.0,1.0,2015.0,0.198
3.0,1.0,4.0,1.0,1.0,1.0,2014.0,0.219
3.0,1.0,1.0,1.0,1.0,1.0,2008.0,0.0
3.0,1.0,4.0,1.0,1.0,1.0,2013.0,0.296
3.0,1.0,3.0,1.0,1.0,1.0,2012.0,0.008
3.0,1.0,3.0,1.0,1.0,1.0,2015.0,0.02
5.0,1.0,1.0,2.0,1.0,1.0,2007.0,0.117
5.0,1.0,4.0,2.0,1.0,1.0,2007.0,1.51
5.0,1.0,1.0,2.0,1.0,1.0,2006.0,-0.095
5.0,1.0,1.0,2.0,1.0,1.0,2004.0,-0.271
5.0,1.0,1.0,2.0,1.0,1.0,2003.0,0.0
5.0,1.0,4.0,2.0,1.0,1.0,2015.0,2.25
5.0,1.0,4.0,2.0,1.0,1.0,2014.0,2.206
5.0,1.0,4.0,2.0,1.0,1.0,2013.0,2.008
5.0,1.0,4.0,2.0,1.0,1.0,2012.0,2.104
5.0,1.0,4.0,2.0,1.0,1.0,2011.0,2.148
5.0,1.0,4.0,2.0,1.0,1.0,2010.0,2.118
5.0,1.0,4.0,2.0,1.0,1.0,2009.0,1.811
3.0,1.0,3.0,1.0,1.0,1.0,2013.0,0.008
5.0,1.0,1.0,2.0,1.0,1.0,2005.0,-0.037
3.0,1.0,1.0,1.0,1.0,1.0,2014.0,0.001
3.0,1.0,1.0,1.0,1.0,1.0,2012.0,-0.001
3.0,1.0,4.0,1.0,1.0,1.0,2005.0,0.226
3.0,1.0,4.0,1.0,1.0,1.0,2004.0,0.214
3.0,1.0,4.0,1.0,1.0,1.0,2003.0,0.239
3.0,1.0,4.0,1.0,1.0,1.0,2002.0,0.164
3.0,1.0,4.0,1.0,1.0,1.0,2001.0,0.176
3.0,1.0,4.0,1.0,1.0,1.0,2000.0,0.189
3.0,1.0,3.0,1.0,1.0,1.0,2018.0,0.007
3.0,1.0,3.0,1.0,1.0,1.0,2017.0,0.016
3.0,1.0,3.0,1.0,1.0,1.0,2016.0,0.007
3.0,1.0,4.0,1.0,1.0,1.0,2006.0,0.24
4.0,1.0,0.0,0.0,1.0,1.0,2014.0,29.328
3.0,1.0,4.0,1.0,1.0,1.0,2012.0,0.303
3.0,1.0,4.0,1.0,1.0,1.0,2011.0,0.254
3.0,1.0,4.0,1.0,1.0,1.0,2010.0,0.287
4.0,1.0,1.0,0.0,1.0,1.0,2001.0,-0.49
4.0,1.0,1.0,0.0,1.0,1.0,2000.0,-0.475
4.0,1.0,4.0,0.0,1.0,1.0,2018.0,15.292
4.0,1.0,4.0,0.0,1.0,1.0,2017.0,15.738
4.0,1.0,4.0,0.0,1.0,1.0,2008.0,30.93
4.0,1.0,4.0,0.0,1.0,1.0,2009.0,30.497
0.0,1.0,1.0,0.0,1.0,1.0,2014.0,0.339
0.0,1.0,1.0,0.0,1.0,1.0,2013.0,0.654
0.0,1.0,1.0,0.0,1.0,1.0,2012.0,0.525
0.0,1.0,1.0,0.0,1.0,1.0,2011.0,0.43
0.0,1.0,1.0,0.0,1.0,1.0,2010.0,0.235
0.0,1.0,1.0,0.0,1.0,1.0,2009.0,0.027
0.0,1.0,4.0,0.0,1.0,1.0,2011.0,3.746
0.0,1.0,1.0,0.0,1.0,1.0,2008.0,0.333
0.0,1.0,1.0,0.0,1.0,1.0,2006.0,0.238
0.0,1.0,1.0,0.0,1.0,1.0,2005.0,1.425
0.0,1.0,1.0,0.0,1.0,1.0,2004.0,0.596
0.0,1.0,4.0,0.0,1.0,1.0,2010.0,3.777
0.0,1.0,1.0,0.0,1.0,1.0,2003.0,0.424
0.0,1.0,1.0,0.0,1.0,1.0,2001.0,0.355
0.0,1.0,1.0,0.0,1.0,1.0,2000.0,0.656
0.0,1.0,4.0,0.0,1.0,1.0,2016.0,4.031
0.0,1.0,4.0,0.0,1.0,1.0,2015.0,4.015
0.0,1.0,4.0,0.0,1.0,1.0,2014.0,3.771
0.0,1.0,4.0,0.0,1.0,1.0,2013.0,3.942
4.0,1.0,4.0,0.0,1.0,1.0,2010.0,30.56
0.0,1.0,1.0,0.0,1.0,1.0,2007.0,0.562
3.0,1.0,0.0,1.0,1.0,1.0,2000.0,0.201
3.0,1.0,0.0,1.0,1.0,1.0,2001.0,0.189
3.0,1.0,0.0,1.0,1.0,1.0,2002.0,0.176
3.0,1.0,1.0,1.0,1.0,1.0,2000.0,-0.002
4.0,1.0,0.0,0.0,1.0,1.0,2015.0,25.825
3.0,1.0,1.0,1.0,1.0,1.0,2006.0,0.0
4.0,1.0,0.0,0.0,1.0,1.0,2017.0,16.882
4.0,1.0,1.0,0.0,1.0,1.0,2002.0,-0.861
4.0,1.0,1.0,0.0,1.0,1.0,2003.0,-0.647
4.0,1.0,1.0,0.0,1.0,1.0,2004.0,0.161
4.0,1.0,1.0,0.0,1.0,1.0,2005.0,0.997
4.0,1.0,1.0,0.0,1.0,1.0,2006.0,0.004
4.0,1.0,1.0,0.0,1.0,1.0,2007.0,0.425
4.0,1.0,1.0,0.0,1.0,1.0,2008.0,0.74
4.0,1.0,1.0,0.0,1.0,1.0,2009.0,0.517
4.0,1.0,1.0,0.0,1.0,1.0,2010.0,1.003
4.0,1.0,1.0,0.0,1.0,1.0,2011.0,0.984
4.0,1.0,1.0,0.0,1.0,1.0,2012.0,1.137
4.0,1.0,1.0,0.0,1.0,1.0,2013.0,-0.568
4.0,1.0,1.0,0.0,1.0,1.0,2014.0,-2.616
4.0,1.0,1.0,0.0,1.0,1.0,2015.0,-8.629
4.0,1.0,1.0,0.0,1.0,1.0,2016.0,1.301
4.0,1.0,1.0,0.0,1.0,1.0,2017.0,-0.432
4.0,1.0,1.0,0.0,1.0,1.0,2018.0,0.169
3.0,1.0,0.0,1.0,1.0,1.0,2007.0,0.24
3.0,1.0,0.0,1.0,1.0,1.0,2006.0,0.226
3.0,1.0,0.0,1.0,1.0,1.0,2005.0,0.214
3.0,1.0,0.0,1.0,1.0,1.0,2004.0,0.239
0.0,1.0,4.0,0.0,1.0,1.0,2012.0,3.793
3.0,1.0,0.0,1.0,1.0,1.0,2003.0,0.164
4.0,1.0,4.0,0.0,1.0,1.0,2012.0,30.817
2.0,1.0,6.0,0.0,1.0,1.0,2008.0,2.745
5.0,1.0,4.0,2.0,1.0,1.0,2003.0,1.796
2.0,1.0,6.0,0.0,1.0,1.0,2010.0,6.503
3.0,1.0,4.0,0.0,1.0,1.0,2014.0,0.14
3.0,1.0,4.0,0.0,1.0,1.0,2015.0,0.113
3.0,1.0,4.0,0.0,1.0,1.0,2016.0,0.081
3.0,1.0,4.0,0.0,1.0,1.0,2017.0,0.074
3.0,1.0,1.0,0.0,1.0,1.0,2013.0,-0.005
3.0,1.0,1.0,0.0,1.0,1.0,2014.0,-0.004
3.0,1.0,1.0,0.0,1.0,1.0,2015.0,-0.027
3.0,1.0,1.0,0.0,1.0,1.0,2016.0,-0.032
3.0,1.0,1.0,0.0,1.0,1.0,2017.0,-0.007
6.0,1.0,0.0,0.0,1.0,1.0,2000.0,9.447
6.0,1.0,0.0,0.0,1.0,1.0,2001.0,9.836
6.0,1.0,0.0,0.0,1.0,1.0,2015.0,4.946
3.0,1.0,4.0,0.0,1.0,1.0,2013.0,0.145
6.0,1.0,0.0,0.0,1.0,1.0,2014.0,5.248
6.0,1.0,0.0,0.0,1.0,1.0,2012.0,5.178
6.0,1.0,0.0,0.0,1.0,1.0,2011.0,5.204
6.0,1.0,0.0,0.0,1.0,1.0,2010.0,5.46
6.0,1.0,0.0,0.0,1.0,1.0,2017.0,6.233
6.0,1.0,0.0,0.0,1.0,1.0,2009.0,5.783
6.0,1.0,0.0,0.0,1.0,1.0,2007.0,6.764
6.0,1.0,0.0,0.0,1.0,1.0,2005.0,7.703
6.0,1.0,0.0,0.0,1.0,1.0,2004.0,7.766
6.0,1.0,0.0,0.0,1.0,1.0,2003.0,8.214
6.0,1.0,0.0,0.0,1.0,1.0,2002.0,9.441
6.0,1.0,0.0,0.0,1.0,1.0,2008.0,6.369
6.0,1.0,4.0,0.0,1.0,1.0,2009.0,5.46
6.0,1.0,0.0,0.0,1.0,1.0,2013.0,5.594
6.0,1.0,4.0,0.0,1.0,1.0,2010.0,5.204
3.0,1.0,4.0,0.0,1.0,1.0,2012.0,0.15
3.0,1.0,0.0,0.0,1.0,1.0,2017.0,0.081
6.0,1.0,2.0,0.0,1.0,1.0,2017.0,0.579
6.0,1.0,3.0,0.0,1.0,1.0,2006.0,0.859
6.0,1.0,3.0,0.0,1.0,1.0,2007.0,0.807
6.0,1.0,3.0,0.0,1.0,1.0,2008.0,0.77
6.0,1.0,3.0,0.0,1.0,1.0,2009.0,0.727
6.0,1.0,3.0,0.0,1.0,1.0,2010.0,0.661
6.0,1.0,4.0,0.0,1.0,1.0,2007.0,6.369
6.0,1.0,4.0,0.0,1.0,1.0,2006.0,6.764
6.0,1.0,4.0,0.0,1.0,1.0,2005.0,7.738
6.0,1.0,4.0,0.0,1.0,1.0,2004.0,7.703
6.0,1.0,4.0,0.0,1.0,1.0,2002.0,8.214
6.0,1.0,4.0,0.0,1.0,1.0,2001.0,9.441
3.0,1.0,0.0,0.0,1.0,1.0,2018.0,0.074
6.0,1.0,0.0,0.0,1.0,1.0,2019.0,7.405
6.0,1.0,3.0,0.0,1.0,1.0,2016.0,0.591
6.0,1.0,3.0,0.0,1.0,1.0,2015.0,0.57
6.0,1.0,3.0,0.0,1.0,1.0,2014.0,0.554
6.0,1.0,3.0,0.0,1.0,1.0,2013.0,0.531
6.0,1.0,3.0,0.0,1.0,1.0,2012.0,0.561
6.0,1.0,3.0,0.0,1.0,1.0,2011.0,0.614
6.0,1.0,3.0,0.0,1.0,1.0,2017.0,0.579
6.0,1.0,4.0,0.0,1.0,1.0,2008.0,5.783
6.0,1.0,0.0,0.0,1.0,1.0,2018.0,7.114
6.0,1.0,0.0,0.0,1.0,1.0,2016.0,6.435
3.0,1.0,0.0,0.0,1.0,1.0,2015.0,0.14
3.0,1.0,0.0,0.0,1.0,1.0,2016.0,0.113
6.0,1.0,4.0,0.0,1.0,1.0,2000.0,9.836
6.0,1.0,4.0,0.0,1.0,1.0,2011.0,5.178
5.0,1.0,0.0,0.0,1.0,1.0,2011.0,5.505
5.0,1.0,0.0,0.0,1.0,1.0,2012.0,5.776
5.0,1.0,0.0,0.0,1.0,1.0,2008.0,5.717
5.0,1.0,0.0,0.0,1.0,1.0,2007.0,5.695
6.0,1.0,1.0,0.0,1.0,1.0,2007.0,0.411
6.0,1.0,1.0,0.0,1.0,1.0,2006.0,-0.114
6.0,1.0,1.0,0.0,1.0,1.0,2005.0,0.035
6.0,1.0,1.0,0.0,1.0,1.0,2004.0,-0.063
6.0,1.0,1.0,0.0,1.0,1.0,2003.0,-0.448
6.0,1.0,1.0,0.0,1.0,1.0,2002.0,-1.227
6.0,1.0,1.0,0.0,1.0,1.0,2008.0,0.184
6.0,1.0,1.0,0.0,1.0,1.0,2001.0,-0.395
